prefix,Question,SQL
translate English to SQL,What journals does Yuting Ye publish most in ? ," SELECT DISTINCT paper.journalId, count(1) FROM paper, writes,  author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'yuting ye' GROUP BY paper.journalId"
translate English to SQL,list datasets for Video Segmentation ," SELECT DISTINCT dataset.datasetId FROM dataset, paperDataset, paperKeyphrase, keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'video segmentation'"
translate English to SQL,How many citations does Christopher D Manning have ? ," SELECT DISTINCT count(DISTINCT cite.citingpaperID) FROM paper , cite , writes , author WHERE paper.paperId = cite.citedPaperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId  AND author.authorName like ""Christopher D Manning"""
translate English to SQL,how many papers are in EMNLP ? ," SELECT DISTINCT count( paper.paperId ) FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""emnlp"""
translate English to SQL,how many papers Richard Anderson and Gaetano Borriello coauthored ? ," SELECT DISTINCT count ( 1 ) FROM author a1 , writes w1 , writes w2 , author a2 WHERE a1.authorName = ""richard anderson"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName = ""gaetano borriello"" "
translate English to SQL,what papers have fewer than 5 citations by ACL papers ? ," SELECT DISTINCT cite.citingPaperId FROM paper, cite, venue WHERE paper.paperId = cite.citedPaperId AND paper.venueId = venue.venueId AND venue.venueName = 'ACL' GROUP BY cite.citingPaperId HAVING count(DISTINCT cite.citedPaperId)<5"
translate English to SQL,What are the 5 most recent papers of Mirella Lapata ? ," SELECT DISTINCT paper.paperId, paper.year FROM paper,writes, author WHERE writes.authorId = author.authorID  AND paper.paperId = writes.paperId AND author.authorName = ""Mirella Lapata"" ORDER BY paper.year DESC LIMIT 5"
translate English to SQL,what datasets did Oren Etzioni use in his papers ? ," SELECT DISTINCT paperDataset.datasetId FROM  paper, writes,  author, paperDataset WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'oren etzioni' AND paper.paperId = paperDataset.paperId"
translate English to SQL,How many papers has Chris Mattmann published ? ," SELECT DISTINCT count( writes.paperId )  FROM writes, author  WHERE writes.authorId = author.authorID AND author.authorName = ""Chris Mattmann"""
translate English to SQL,Papers from ICTD 2016 conference ," SELECT DISTINCT paper.paperId FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""ictd"" AND paper.year = 2016"
translate English to SQL,papers by Oren Etzioni ," SELECT DISTINCT paper.paperId FROM paper, writes, author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'oren etzioni'"
translate English to SQL,List today 's journals , SELECT DISTINCT paper.journalId FROM paper WHERE paper.year = 2016 GROUP BY paper.journalId
translate English to SQL,papers using Wordnet and Dbpedia ," SELECT DISTINCT paper.paperId FROM paper, paperDataset, dataset WHERE paper.paperId = paperDataset.paperId AND paperDataset.DatasetId = dataset.DatasetId AND dataset.datasetName IN ('WordNet','Dbpedia') GROUP BY paper.paperId"
translate English to SQL,What has Richard Ladner published at CHI ? ," SELECT DISTINCT writes.authorId FROM paper , venue , writes author, WHERE paper.venueId = venue.venueId AND venue.venueName = ""chi"" AND paper.paperId = writes.paperId AND writes.authorId = author.authorID  AND author.authorName = ""Richard Ladner"""
translate English to SQL,new Semantic Parsing papers ," SELECT DISTINCT paper.paperId, paper.year FROM paper, paperKeyphrase, keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'semantic parsing' ORDER BY paper.year DESC"
translate English to SQL,ACL papers in 2016 with Neural Attention in the title ," SELECT DISTINCT paper.paperId FROM paper , venue  WHERE  paper.venueId = venue.venueId AND venue.venueName = ""ACL"" AND paper.year = 2016 AND paper.title LIKE ""%neural attention%"""
translate English to SQL,how many papers does Nicola Dell have at CHI ," SELECT DISTINCT count ( paper.paperId ) FROM paper , venue , writes , author WHERE venue.venueName = ""chi"" AND paper.venueId = venue.venueId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""nicola dell"""
translate English to SQL,What papers has Luke S Zettlemoyer written ? ," SELECT DISTINCT writes.paperId FROM writes, author WHERE writes.authorId = author.authorID AND author.authorName = ""Luke S Zettlemoyer"""
translate English to SQL,Who writes a lot of papers in Machine Learning ? ," SELECT DISTINCT author.authorName  FROM writes, author,paperKeyphrase , keyphrase   WHERE writes.authorId = author.authorID  AND writes.paperId=paperKeyphrase.paperId AND paperKeyphrase.keyphraseId=keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Machine Learning' GROUP        BY author.authorName ORDER BY count(DISTINCT writes.paperId) DESC"
translate English to SQL,keywords in the papers written by Lorenzo Bruzzone ," SELECT DISTINCT keyphrase.keyphraseName FROM author , writes , paperKeyphrase , keyphrase WHERE author.authorName = ""lorenzo bruzzone"" AND author.authorId = writes.authorId AND writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId "
translate English to SQL,Papers by Frank Keller and Mirella Lapata ," SELECT DISTINCT w1.paperId FROM author a1, writes w1, writes w2 , author a2 WHERE a1.authorName = ""Frank Keller"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName = ""Mirella Lapata"""
translate English to SQL,who published the most in Syntactic Parsing ? ," SELECT DISTINCT author.authorId, count(paper.paperId) FROM  paper, paperKeyphrase, keyphrase, writes, author WHERE paper.paperId = paperKeyphrase.paperId  AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId  AND keyphrase.keyphraseName ='syntactic parsing' AND paper.paperId = writes.paperId AND writes.authorId = author.authorId GROUP BY author.authorId ORDER BY author.authorName DESC"
translate English to SQL,Who wrote Blink ? ," SELECT DISTINCT author.authorName  FROM writes,author,paperKeyphrase,keyphrase   WHERE writes.authorId = author.authorId AND writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId   AND keyphrase.keyphraseName like ""Blink"""
translate English to SQL,co-authors of Lorenzo Bruzzone ," SELECT DISTINCT a2.authorId FROM author a1, writes w1, writes w2 , author a2 WHERE a1.authorName = ""lorenzo bruzzone"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId"
translate English to SQL,how many papers by Michael I. Jordan are cited by Dan Klein ," SELECT DISTINCT count(cite.citingPaperId) FROM author a1, writes w1, cite, writes w2, author a2 WHERE a1.authorName = 'dan klein' AND a1.authorId = w1.authorId AND w1.paperId = cite.citedPaperId AND cite.citingPaperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName = 'michael i. jordan'"
translate English to SQL,how many papers does Michael I. Jordan cite ," SELECT DISTINCT sum(numCiting) FROM author, writes, paper WHERE author.authorId = writes.authorId AND writes.paperId = paper.paperId AND author.authorName = ""Michael I. Jordan"""
translate English to SQL,datasets for KNN ," SELECT DISTINCT dataset.datasetID FROM dataset, paperDataset, paperKeyphrase, keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'KNN'"
translate English to SQL,who else was on the paper with Ameet Soni and Ras Bodik ? ," SELECT DISTINCT w3.authorId FROM author a1, writes w1, author a2, writes w2, writes w3 WHERE a1.authorName = 'Ameet Soni' AND a1.authorId = w1.authorId AND w1.paperId = w2.paperId AND w2.paperId = w3.paperId AND a2.authorId = w2.authorId AND a2.authorName = 'Ras Bodik'"
translate English to SQL,Does Philipp Haberstock ever collaborated with Ludwig Nastansky ? ," SELECT DISTINCT writes.paperId FROM author,writes WHERE author.authorId = writes.authorId AND author.authorName IN (""Philipp Haberstock"",""Ludwig Nastansky"") GROUP BY writes.paperId having count(DISTINCT writes.authorId) = 2"
translate English to SQL,what papers are in the ACL of 2014 ," SELECT DISTINCT paper.paperId FROM  paper, venue WHERE paper.venueId = venue.venueName = 'ACL' AND paper.year = 2014"
translate English to SQL,Which paper should I read about Dependent Type ? ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""Dependent type"" "
translate English to SQL,Li Dong 's paper about Semantic Parsing ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase , writes , author WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic parsing"" AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""li dong"""
translate English to SQL,What conference does Luke Zettlemoyer publish the most in ," SELECT DISTINCT paper.venueId, count(1) FROM author, writes, paper WHERE author.authorName = 'Luke Zettlemoyer' AND author.authorId = writes.authorId AND writes.paperId = paper.paperId GROUP BY paper.venueId ORDER BY count(1) DESC"
translate English to SQL,papers written by Srinivasan Iyer ," SELECT DISTINCT paper.paperId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""srinivasan iyer"""
translate English to SQL,how many citations does Donald E Knuth have ? ," SELECT DISTINCT count(cite.citedPaperId) FROM cite, paper, writes, author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'Donald E Knuth'"
translate English to SQL,what datasets were used by Oren Etzioni ? ," SELECT DISTINCT paperDataset.datasetId FROM  paper, writes,  author, paperDataset WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'oren etzioni' AND paper.paperId = paperDataset.paperId"
translate English to SQL,author who wrote papers with Emina Torlak ," SELECT DISTINCT a2.authorId FROM author a1 , writes w1 , writes w2 , author a2 WHERE a1.authorName = ""emina torlak"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId "
translate English to SQL,Since 2011 who has published works about IBD ( Inflammatory Bowel Disease ) and Diet ? ," SELECT DISTINCT writes.authorId FROM paper, paperKeyphrase, keyphrase, writes WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName IN ('IBD','diet') AND paper.paperId = writes.paperId AND paper.year>2011 GROUP BY writes.authorId"
translate English to SQL,papers published at EMNLP 2010 ," SELECT DISTINCT paper.paperId FROM paper, venue WHERE  paper.venueId = venue.venueId AND venue.venueName = 'EMNLP' AND  paper.year =2010"
translate English to SQL,How many papers has Dominik Moritz written ? ," SELECT DISTINCT count ( 1 ) FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""dominik moritz"""
translate English to SQL,Autoencoder experiments ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""autoencoder"""
translate English to SQL,Who has coauthored with Luke S Zettlemoyer ? ," SELECT DISTINCT author.authorId FROM        writes,author  WHERE   writes.authorId = author.authorId AND          writes.paperId IN (SELECT writes.paperId  FROM writes,author  WHERE   writes.authorId = author.authorId AND author.authorName = ""Luke S Zettlemoyer"") AND author.authorName <> ""Luke S Zettlemoyer"""
translate English to SQL,what year had the most NIPS papers ? ," SELECT DISTINCT paper.year, count(paper.paperId) FROM paper, venue WHERE paper.venueId = venue.venueId AND venue.venueName = 'NIPS' GROUP BY paper.year ORDER BY count(paper.paperId) DESC"
translate English to SQL,2014 papers using ImageNet ," SELECT DISTINCT paper.paperId FROM paper, paperDataset, dataset WHERE paper.paperId = paperDataset.paperId AND paperDataset.datasetId = dataset.datasetId AND dataset.datasetName = 'ImageNet' AND paper.year = 2014"
translate English to SQL,What is the earliest Multiuser Receiver paper for Decision Feedback ? ," SELECT DISTINCT paper.paperId, paper.year FROM paper, paperKeyphrase, keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName IN ('Decision Feedback', 'Multiuser Receiver') GROUP BY paper.paperId, paper.year HAVING count(DISTINCT keyphrase.keyphraseName)>1 ORDER BY paper.year ASC"
translate English to SQL,What did Luke S Zettlemoyer published in 2009 ? ," SELECT DISTINCT paper.paperId FROM writes,author,paper WHERE writes.authorId = author.authorId AND writes.paperId = paper.paperId AND author.authorName =""Luke S Zettlemoyer"" AND paper.year = 2009"
translate English to SQL,2014 papers , SELECT DISTINCT paper.paperId FROM paper WHERE paper.year = 2014
translate English to SQL,who wrote the most ACL papers in 2010 ," SELECT DISTINCT writes.authorId, count(paper.paperId) FROM paper, venue, writes WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.paperId = writes.paperId AND paper.year = 2010 GROUP BY writes.authorId ORDER BY count(paper.paperId) DESC"
translate English to SQL,Authors of papers on Machine Translation ," SELECT DISTINCT writes.authorId FROM writes , paperKeyphrase , keyphrase WHERE writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""Machine Translation"""
translate English to SQL,What journals are Donald E Knuth 's articles published in ? ," SELECT DISTINCT paper.journalId FROM paper, writes,  author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'Donald E Knuth' GROUP BY paper.journalId"
translate English to SQL,List top papers for Semantic Segmentation ," SELECT DISTINCT cite.citedPaperId , count( cite.citedPaperId ) FROM paper , paperKeyphrase , keyphrase , cite WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic segmentation"" AND paper.paperId = cite.citedPaperId GROUP BY cite.citedPaperId ORDER BY count( cite.citedPaperId ) DESC"
translate English to SQL,conferences that Dan Weld has published in ," SELECT DISTINCT paper.venueId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""dan weld"""
translate English to SQL,What is Kyunghyun Cho 's latest paper ? ," SELECT DISTINCT paper.paperId ,paper.year FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId  AND author.authorName = ""Kyunghyun Cho"" ORDER BY paper.year DESC"
translate English to SQL,What authors wrote papers about Semantic Parsing in 2016 ? ," SELECT DISTINCT writes.authorId FROM author, writes, paper , paperKeyphrase , keyphrase WHERE author.authorId = writes.authorId AND writes.paperId = paper.paperId AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic parsing"" AND paper.year = 2016"
translate English to SQL,When did Luke S Zettlemoyer publish ? ," SELECT DISTINCT paper.year  FROM paper,writes,author  WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId   AND author.authorName = ""Luke S Zettlemoyer"" ORDER BY paper.year"
translate English to SQL,Show me the papers on Data Cleaning ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""data cleaning"""
translate English to SQL,Parsing 2014 papers ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.year = 2014 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""parsing"""
translate English to SQL,ICML papers in 2016 in Deep Learning ," SELECT DISTINCT paper.paperId FROM paper , venue , paperKeyphrase , keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = ""icml"" AND paper.year = 2016 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""deep learning"""
translate English to SQL,who writes for VLDB or ICML ? ," SELECT DISTINCT writes.authorId FROM paper, venue, writes WHERE paper.venueId = venue.venueId AND venue.venueName IN ('vldb','icml') AND paper.paperId = writes.paperId GROUP BY writes.authorId"
translate English to SQL,Where did Li Dong publish in 2016 ? ," SELECT DISTINCT paper.venueId FROM paper, writes, author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = 'li dong' AND paper.year = 2016 GROUP BY paper.venueId "
translate English to SQL,Datasets with Semantic Parsing information ," SELECT DISTINCT dataset.datasetId FROM dataset, paperDataset, paperKeyphrase, keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'semantic parsing'"
translate English to SQL,Ali Farhadi 's papers in 2015 ," SELECT DISTINCT author.authorId , paper.paperId FROM author , writes , paper WHERE author.authorId = writes.authorId AND writes.paperId = paper.paperId AND paper.year = 2015 AND author.authorName = ""ali farhadi"""
translate English to SQL,how many ACL papers by author ," SELECT DISTINCT writes.authorId, count(paper.paperId) FROM paper,  venue, writes WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.paperId = writes.paperId GROUP BY writes.authorId"
translate English to SQL,what keyphrases get most citations ? ," SELECT DISTINCT keyphrase.keyphraseName, count(cite.citingPaperId) FROM cite, paperKeyphrase, keyphrase WHERE cite.citedPaperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId  GROUP BY keyphrase.keyphraseName ORDER BY count(cite.citingPaperId) DESC"
translate English to SQL,ICTD ," SELECT DISTINCT paper.paperId FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""ictd"""
translate English to SQL,ACL papers in 2016 about Semantic Parsing ," SELECT DISTINCT paper.paperId FROM paper , venue , paperKeyphrase , keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = ""acl"" AND paper.year = 2016 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""Semantic Parsing"""
translate English to SQL,keywords used by Sachin Mehta ," SELECT DISTINCT keyphrase.keyphraseId FROM keyphrase , paperKeyphrase , paper , writes , author WHERE keyphrase.keyphraseId = paperKeyphrase.keyphraseId AND paperKeyphrase.paperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""sachin mehta"""
translate English to SQL,papers on Semantic Spaces appeared at Arxiv last year ," SELECT DISTINCT paper.paperId FROM paper , venue WHERE paper.title = ""semantic spaces"" AND paper.venueId = venue.venueId AND venue.venueName = ""arxiv"" AND paper.year = 2015"
translate English to SQL,papers that used MNIST  ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""mnist"""
translate English to SQL,Find journals about Neutralizing Antibody Languages . ," SELECT DISTINCT paper.journalId FROM paper, paperKeyphrase, keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='Neutralizing Antibody' GROUP BY paper.journalId"
translate English to SQL,What journals has James Landay published in ? ," SELECT DISTINCT paper.journalId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""james landay"" GROUP BY paper.journalId"
translate English to SQL,Papers authored by Daniel S. Weld in 2011 ," SELECT DISTINCT writes.paperId FROM paper,writes, author WHERE writes.authorId = author.authorID  AND paper.paperId = writes.paperId AND author.authorName = ""Daniel S. Weld"" AND paper.year = 2011"
translate English to SQL,papers about Character Recognition from before 2010 ," SELECT DISTINCT paper.paperId  FROM  paper, paperKeyphrase, keyphrase WHERE paper.year < 2010 AND paper.paperId = paperKeyphrase.paperId  AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId  AND keyphrase.keyphraseName ='character recognition'"
translate English to SQL,Semantic Parsing papers by Li Dong ," SELECT DISTINCT paper.paperId FROM author, writes, paper, paperKeyphrase, keyphrase WHERE author.authorName = 'Li Dong' AND author.authorId = writes.authorId AND writes.paperId = paper.paperId AND paperKeyphrase.paperId = writes.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Semantic Parsing'"
translate English to SQL,which ACL 2014 papers about Parsing used Jeopardy! Questions ? ," SELECT DISTINCT paper.paperId FROM paper, venue, paperDataset, dataset, paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.year = 2014 AND paper.paperId = paperDataset.paperId AND paperDataset.datasetId = dataset.datasetId AND dataset.datasetName ='Jeopardy! Questions' AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'Parsing'"
translate English to SQL,in what journals does Li Dong publish ? ," SELECT DISTINCT journal.journalId FROM journal , paper , writes , author WHERE journal.journalId = paper.journalId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""Li Dong"""
translate English to SQL,What is the highest cited paper by Jeff Dean ? ," SELECT DISTINCT cite.citedPaperId, count(cite.citedPaperId)  FROM cite, paper, writes, author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName ='jeff dean' GROUP BY cite.citedPaperId ORDER BY count(cite.citedPaperId) DESC"
translate English to SQL,NIPS authors ," SELECT DISTINCT writes.authorId  FROM paper, venue, writes WHERE paper.venueId = venue.venueId AND venue.venueName = 'NIPS' AND paper.paperId = writes.paperId"
translate English to SQL,Where did Antoine Jacob publish in 2016 ," SELECT DISTINCT paper.venueId FROM writes, author,paper WHERE writes.authorId = author.authorID AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""Antoine Jacob"" AND paper.year = 2016 "
translate English to SQL,number of papers written by Lorenzo Bruzzone ," SELECT DISTINCT count ( 1 ) FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""lorenzo bruzzone"""
translate English to SQL,topics at ACL 2014 ," SELECT DISTINCT keyphrase.keyphraseId, count(paper.paperId) FROM paper, venue, paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = 'ACL' AND paper.year = 2014 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId GROUP BY keyphrase.keyphraseId ORDER BY count(paper.paperId) DESC"
translate English to SQL,How many papers do Dan Suciu and Magdalena Balazinska have ? ," SELECT DISTINCT count(tbl.paperID) FROM (SELECT writes.paperId FROM author,writes WHERE author.authorId = writes.authorId  AND author.authorName IN (""Dan Suciu"",""Magdalena Balazinska"") GROUP BY writes.paperId having count(DISTINCT writes.authorId) = 2) as tbl"
translate English to SQL,papers by authors Richard Ladner and Linda Shapiro ," SELECT DISTINCT w1.paperId FROM author a1, writes w1, writes w2 , author a2 WHERE a1.authorName = ""Richard Ladner"" AND w1.authorId = a1.authorId AND w1.paperId = w2.paperId AND w2.authorId = a2.authorId AND a2.authorName = ""Linda Shapiro"""
translate English to SQL,What papers has Ed Desmond written on Semantic Parsing ? ," SELECT DISTINCT writes.paperId FROM writes,paperKeyphrase,keyphrase,author WHERE writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName =""Semantic Parsing"" AND author.authorName = ""Ed Desmond"" "
translate English to SQL,Character Recognition papers before 2010 ," SELECT DISTINCT paper.paperId FROM paper, paperKeyphrase, keyphrase WHERE paper.year < 2010 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName ='character recognition'"
translate English to SQL,papers that mention Autoencoder ," SELECT DISTINCT paper.paperId FROM paper , paperKeyphrase , keyphrase WHERE paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""autoencoder"""
translate English to SQL,NIPS papers 2015 ," SELECT DISTINCT venue.venueId , paper.paperId FROM venue , paper WHERE venue.venueId = paper.venueId AND paper.year = 2015 AND venue.venueName = ""nips"""
translate English to SQL,keyphrases used by Jeffrey Heer . ," SELECT DISTINCT keyphrase.keyphraseName FROM author , writes , paperKeyphrase , keyphrase WHERE author.authorName = ""jeffrey heer"" AND author.authorId = writes.authorId AND writes.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId "
translate English to SQL,datasets used by Textual Entailment papers ," SELECT DISTINCT dataset.datasetID FROM dataset, paperDataset, paperKeyphrase, keyphrase WHERE dataset.datasetId = paperDataset.datasetId AND paperDataset.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = 'textual entailment'"
translate English to SQL,what venue does Luke Zettlemoyer publish the most in ," SELECT DISTINCT paper.venueId, count(1) FROM author, writes, paper WHERE author.authorName = 'Luke Zettlemoyer' AND author.authorId = writes.authorId AND writes.paperId = paper.paperId GROUP BY paper.venueId ORDER BY count(1) DESC"
translate English to SQL,What papers were published at CVPR in 2015 were about Semantic Segmentation ? ," SELECT DISTINCT paper.paperId FROM paper , venue , paperKeyphrase, keyphrase WHERE paper.venueId = venue.venueId AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND venue.venueName = ""CVPR"" AND paper.year = 2015 AND keyphrase.keyphraseName = ""Semantic Segmentation"""
translate English to SQL,Papers written by Daniel A. Epstein in 2016 ," SELECT DISTINCT paper.paperId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""daniel a. epstein"" AND paper.year = 2016"
translate English to SQL,papers by Mayank Goel ," SELECT DISTINCT paper.paperId FROM paper , writes , author WHERE paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""mayank goel"""
translate English to SQL,which papers has Michael I. Jordan cited the most ? ," SELECT DISTINCT cite.citedPaperId, count(1) AS cnt FROM author, writes, cite WHERE author.authorName = ""Michael I. Jordan"" AND author.authorId = writes.authorId AND writes.paperId = cite.citingPaperId GROUP BY cite.citedPaperId ORDER BY cnt DESC"
translate English to SQL,papers on Semantic Parsing appeared at ACL in 2016 ," SELECT DISTINCT paper.paperId FROM paper , venue , paperKeyphrase , keyphrase WHERE paper.venueId = venue.venueId AND venue.venueName = ""acl"" AND paper.year = 2016 AND paper.paperId = paperKeyphrase.paperId AND paperKeyphrase.keyphraseId = keyphrase.keyphraseId AND keyphrase.keyphraseName = ""semantic parsing"""
translate English to SQL,What are the papers from ACL 2016 ? ," SELECT DISTINCT paper.paperId FROM paper , venue WHERE paper.venueId = venue.venueId AND venue.venueName = ""ACL""  AND paper.year = 2016 "
translate English to SQL,keyphrases used by Ang Li ," SELECT DISTINCT paperKeyphrase.keyphraseId FROM  writes , author,paperKeyphrase  WHERE writes.authorId = author.authorId  AND paperKeyphrase.paperId = writes.paperId AND author.authorName = ""Ang Li"""
translate English to SQL,What is the most cited paper of Behcet Acikmese ?  ," SELECT DISTINCT cite.citedPaperId , count ( cite.citedPaperId ) FROM cite , paper , writes , author WHERE cite.citedPaperId = paper.paperId AND paper.paperId = writes.paperId AND writes.authorId = author.authorId AND author.authorName = ""behcet acikmese"" GROUP BY cite.citedPaperId ORDER BY count ( cite.citedPaperId ) DESC"
